/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Nr1SgbOIdA8/s00008_0_100_4_400,109
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Nr1SgbOIdA8/s00012_0_707_3_536,72
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Nr1SgbOIdA8/s00001_5_100_11_300,156
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Nr1SgbOIdA8/s00011_8_800_11_400,66
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Nr1SgbOIdA8/s00015_0_102_4_164,103
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Nr1SgbOIdA8/s00002_0_000_5_141,129
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Nr1SgbOIdA8/s00014_4_200_11_400,181
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Z47QGlaQ1NE/s00006_0_000_17_756,444
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Z47QGlaQ1NE/s00005_0_000_3_800,95
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Z47QGlaQ1NE/s00010_0_000_7_300,183
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Z47QGlaQ1NE/s00013_0_000_7_312,184
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Z47QGlaQ1NE/s00009_0_000_6_541,164
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Z47QGlaQ1NE/s00011_0_000_10_317,258
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Z47QGlaQ1NE/s00012_0_000_6_300,158
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/Z47QGlaQ1NE/s00008_0_000_6_100,153
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00004_0_000_6_029,181
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00007_0_000_7_339,222
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00003_0_000_5_509,167
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00022_0_000_6_632,199
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00020_0_000_7_120,215
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00019_0_000_5_956,180
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00014_0_000_11_020,332
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00017_0_000_10_020,301
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00010_0_000_4_332,131
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00028_0_000_7_200,217
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00005_0_000_5_936,180
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00009_0_000_6_720,202
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00030_0_000_10_574,319
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00029_0_000_5_108,154
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00024_0_000_10_800,325
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00006_0_000_6_110,184
/checkpoint/zshou/ssl/DPC/data/tapos/videos/04_26_20/frames256_instances/v-csnajx9oM/s00011_0_000_3_809,115
